bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,berries,root vegetables,whole milk,curd,whipped/sour cream,soft cheese,frozen vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,
chicken,berries,frozen vegetables,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,white bread,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasta,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,whipped/sour cream,domestic eggs,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,whipped/sour cream,processed cheese,frozen fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,berries,butter milk,yogurt,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,ice cream,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,citrus fruit,root vegetables,packaged fruit/vegetables,domestic eggs,brown bread,artif. sweetener,bottled water,waffles,napkins,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,onions,whole milk,curd,butter milk,frozen meals,oil,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,tropical fruit,butter,yogurt,soft cheese,cat food,bottled water,specialty chocolate,dish cleaner,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,
domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,other vegetables,curd,pastry,soda,chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,processed cheese,ice cream,canned fish,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,margarine,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,fruit/vegetable juice,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,hamburger meat,grapes,whole milk,whipped/sour cream,mayonnaise,frozen vegetables,coffee,soda,misc. beverages,long life bakery product,hygiene articles,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,root vegetables,whole milk,dessert,yogurt,frozen fish,margarine,pickled vegetables,chocolate,candy,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,chewing gum,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,sliced cheese,hard cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers,,,,,,,,,,,,,,
yogurt,frozen meals,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,other vegetables,whole milk,hard cheese,rolls/buns,canned vegetables,candy,napkins,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,UHT-milk,bottled water,soda,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,beef,whole milk,whipped/sour cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog food,bottled water,liquor,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,other vegetables,whole milk,UHT-milk,frozen vegetables,pasta,vinegar,baking powder,detergent,cleaner,house keeping products,,,,,,,,,,,,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,ice cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,root vegetables,onions,curd,yogurt,whipped/sour cream,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
white bread,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,UHT-milk,semi-finished bread,margarine,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,yogurt,processed cheese,frozen vegetables,rolls/buns,margarine,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,UHT-milk,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,spread cheese,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soft cheese,rolls/buns,prosecco,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,white bread,spices,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,beverages,hard cheese,frozen meals,rolls/buns,tea,bottled water,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,tropical fruit,other vegetables,butter milk,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,bottled water,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,turkey,hamburger meat,citrus fruit,root vegetables,herbs,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,rice,baking powder,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,baking powder,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,grapes,whole milk,yogurt,rolls/buns,bottled water,fruit/vegetable juice,bottled beer,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese ,processed cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,curd,sliced cheese,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,rolls/buns,sugar,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,whipped/sour cream,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,onions,other vegetables,whole milk,yogurt,frozen fish,long life bakery product,newspapers,pot plants,,,,,,,,,,,,,,,,,,,,,
margarine,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,UHT-milk,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,onions,herbs,other vegetables,whole milk,flour,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,grapes,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,rolls/buns,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,butter milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,domestic eggs,pastry,pasta,soups,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,cream cheese ,pastry,canned fish,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,beef,citrus fruit,tropical fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,curd,yogurt,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,
bottled water,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,dessert,yogurt,UHT-milk,domestic eggs,rolls/buns,brown bread,canned vegetables,meat spreads,cake bar,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,
curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,pork,grapes,root vegetables,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,white bread,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,cream cheese ,frozen fish,brown bread,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,tropical fruit,curd cheese,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned fish,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,citrus fruit,yogurt,brown bread,margarine,soda,long life bakery product,hygiene articles,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,condensed milk,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,meat,turkey,other vegetables,whipped/sour cream,brown bread,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
turkey,citrus fruit,pip fruit,herbs,butter,frozen vegetables,brown bread,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,margarine,newspapers,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,other vegetables,whole milk,brown bread,pastry,artif. sweetener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,sliced cheese,rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,berries,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,grapes,whole milk,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,grapes,curd,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,tropical fruit,yogurt,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,sliced cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,grapes,root vegetables,other vegetables,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,white bread,pasta,specialty vegetables,bottled water,soda,snack products,waffles,cake bar,candy,,,,,,,,,,,,,,,,,,,,,,
frankfurter,grapes,yogurt,cream cheese ,frozen potato products,rolls/buns,meat spreads,bottled water,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,semi-finished bread,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,other vegetables,dessert,whipped/sour cream,oil,fruit/vegetable juice,napkins,cling film/bags,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,
sausage,frozen vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,whole milk,frozen meals,white bread,brown bread,margarine,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,sliced cheese,hard cheese,semi-finished bread,oil,baking powder,canned vegetables,pet care,chocolate,napkins,newspapers,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,tropical fruit,vinegar,spices,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,onions,rolls/buns,soda,brandy,white wine,chewing gum,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,pork,other vegetables,whole milk,rolls/buns,coffee,soda,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,margarine,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,pip fruit,root vegetables,whole milk,frozen dessert,rolls/buns,oil,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,
pork,beef,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,processed cheese,frozen vegetables,frozen dessert,rolls/buns,semi-finished bread,zwieback,margarine,sugar,Instant food products,canned fish,bottled water,bottled beer,snack products,waffles,chocolate marshmallow,hygiene articles,,,,,,,,
beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,pastry,semi-finished bread,specialty chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,cream cheese ,rolls/buns,soda,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,yogurt,cream cheese ,curd cheese,domestic eggs,sugar,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,other vegetables,coffee,chewing gum,hygiene articles,napkins,cling film/bags,kitchen towels,light bulbs,,,,,,,,,,,,,,,,,,,,,,
whole milk,UHT-milk,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,UHT-milk,domestic eggs,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,root vegetables,rolls/buns,pickled vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,spices,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
processed cheese,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,processed cheese,domestic eggs,brown bread,roll products ,cat food,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,pastry,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,rolls/buns,brown bread,pastry,oil,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,dessert,pickled vegetables,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,grapes,root vegetables,other vegetables,butter,whipped/sour cream,beverages,processed cheese,oil,baking powder,pudding powder,long life bakery product,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,pork,citrus fruit,other vegetables,whole milk,rolls/buns,oil,bottled water,specialty chocolate,flower (seeds),,,,,,,,,,,,,,,,,,,,,
beef,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,flour,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
kitchen utensil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,whole milk,whipped/sour cream,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,brown bread,bottled water,soda,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,
brown bread,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whole milk,butter,yogurt,frozen vegetables,frozen meals,ice cream,rolls/buns,popcorn,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,margarine,bottled water,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,herbs,other vegetables,whole milk,curd,whipped/sour cream,rum,napkins,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,organic sausage,chicken,berries,whole milk,butter,whipped/sour cream,soda,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,whole milk,butter,curd,domestic eggs,brown bread,flour,pickled vegetables,house keeping products,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,whipped/sour cream,domestic eggs,salt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,hard cheese,domestic eggs,soda,misc. beverages,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,grapes,berries,hard cheese,processed cheese,snack products,long life bakery product,waffles,female sanitary products,pot plants,shopping bags,,,,,,,,,,,,,,,,,,,,,
canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,white wine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,herbs,other vegetables,butter,whipped/sour cream,soda,dish cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,frozen vegetables,domestic eggs,soda,fruit/vegetable juice,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,liver loaf,citrus fruit,pip fruit,onions,yogurt,domestic eggs,brown bread,oil,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,candy,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,rolls/buns,soda,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,whole milk,rolls/buns,salty snack,cake bar,chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,sliced cheese,cream cheese ,specialty cheese,frozen meals,white bread,pastry,candy,,,,,,,,,,,,,,,
tropical fruit,whipped/sour cream,frozen vegetables,rolls/buns,salty snack,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,whole milk,butter,curd,ice cream,cat food,bottled water,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,ice cream,semi-finished bread,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
